id,player,span,mat,runs,avg,sr,fours,sixes,start_year,end_year,career_length,Predicted_Category
609,MS Chapman,2014-2025,34,564,23.5,122.34,46,18,2014,2025,12,Anchor
610,SD Chauhan,2021-2024,29,564,24.52,146.87,43,31,2021,2024,4,Finisher
611,PD Collingwood,2007-2012,35,564,19.44,124.22,37,22,2007,2012,6,Finisher
612,Naman Dhir,2023-2025,35,563,23.45,166.56,50,30,2023,2025,3,Finisher
613,JD Unadkat,2010-2025,199,562,15.61,130.09,38,28,2010,2025,16,Anchor
614,Ahsan Ali,2019-2022,26,561,24.39,130.16,67,14,2019,2022,4,Finisher
615,Saud Shakeel,2024-2025,22,560,31.11,130.23,57,21,2024,2025,2,Finisher
616,PJ Forrest,2011-2015,30,554,23.08,106.53,44,12,2011,2015,5,Finisher
617,MJ North,2011-2014,31,552,29.05,109.09,44,12,2011,2014,4,Finisher
618,JN Shah,2007-2017,36,551,16.2,107.61,53,20,2007,2017,11,Finisher
619,VH Zol,2013-2019,25,551,25.04,116.0,63,12,2013,2019,7,Finisher
620,S Sohal,2007-2018,34,550,18.96,116.03,54,23,2007,2018,12,Anchor
621,S Kanwar,2010-2021,26,548,21.92,122.04,54,30,2010,2021,12,Anchor
622,B Indrajith,2014-2024,30,546,21.0,122.97,43,15,2014,2024,11,Finisher
623,R Sanjay Yadav,2017-2023,35,546,22.75,118.95,29,29,2017,2023,7,Finisher
624,R Dewan,2009-2015,32,544,18.13,92.99,67,3,2009,2015,7,Finisher
625,Imam-ul-Haq,2019-2021,22,542,24.63,124.31,50,13,2019,2021,3,Finisher
626,K Chandela,2021-2024,26,540,24.54,126.16,46,20,2021,2024,4,Finisher
627,SN Khanolkar,2007-2012,21,539,29.94,126.52,56,13,2007,2012,6,Finisher
628,AR Gupta,2014-2023,41,538,16.81,127.48,32,38,2014,2023,10,Finisher
629,Gaurav Puri,2019-2024,27,537,29.83,154.31,23,43,2019,2024,6,Anchor
630,Saif Hassan,2019-2025,26,537,21.48,117.24,50,24,2019,2025,7,Finisher
631,RE van der Merwe,2009-2023,88,532,12.97,117.96,46,17,2009,2023,15,Anchor
632,UA Birla,2009-2015,29,530,24.09,107.94,45,16,2009,2015,7,Finisher
633,RR Buddhi,2021-2024,33,529,25.19,124.47,49,17,2021,2024,4,Finisher
634,I Udana,2009-2024,87,529,16.03,129.33,37,28,2009,2024,16,Anchor
635,RR Dhuper,2018-2023,30,527,21.95,106.46,39,17,2018,2023,6,Finisher
636,S Gopal,2014-2024,104,526,16.43,120.64,52,10,2014,2024,11,Anchor
637,AP Majumdar,2007-2021,37,526,20.23,103.95,63,3,2007,2021,15,Anchor
638,T Doria,2019-2024,36,525,15.44,78.24,58,5,2019,2024,6,Inexperienced - Potential Anchor
639,WCF Smeed,2022-2025,18,523,29.05,135.84,57,19,2022,2025,4,Finisher
640,NM Coulter-Nile,2011-2024,132,520,11.06,132.99,35,32,2011,2024,14,Anchor
641,PU Deshpande,2015-2021,26,517,34.46,138.97,39,19,2015,2021,7,Anchor
642,AK Karnewar,2016-2023,64,516,14.33,132.64,40,24,2016,2023,8,Finisher
643,PD Trego,2009-2012,20,513,28.5,107.54,49,9,2009,2012,4,Finisher
644,CM Gautam,2011-2018,48,511,17.03,108.95,49,13,2011,2018,8,Finisher
645,Utkarsh Singh,2019-2024,32,511,25.55,128.07,63,11,2019,2024,6,Finisher
646,SD Chitnis,2008-2016,34,510,28.33,153.15,38,27,2008,2016,9,Anchor
647,AK Perera,2014-2024,26,508,24.19,127.31,50,14,2014,2024,11,Anchor
648,Tajinder Singh,2017-2025,35,508,22.08,146.39,45,22,2017,2025,9,Anchor
649,A Thapa,2019-2024,42,508,13.36,75.03,45,2,2019,2024,6,Inexperienced - Potential Power Hitter
650,A Juyal,2019-2024,23,505,29.7,129.48,56,14,2019,2024,6,Finisher
651,S Prasanna,2012-2023,71,505,12.94,149.4,23,41,2012,2023,12,Anchor
652,AG Paunikar,2009-2019,32,504,19.38,113.76,62,11,2009,2019,11,Finisher
653,KA Vaz,2013-2019,34,504,16.8,114.8,53,6,2013,2019,7,Finisher
654,MS Gony,2008-2020,91,501,13.54,149.55,33,31,2008,2020,13,Anchor
655,C Karunaratne,2021-2024,48,501,23.85,139.16,41,19,2021,2024,4,Finisher
656,SK Gharami,2022-2024,22,500,31.25,124.06,42,13,2022,2024,3,Finisher
657,A Tomar,2018-2024,20,499,27.72,126.01,38,25,2018,2024,7,Finisher
658,T Banton,2019-2025,30,498,17.17,135.32,50,24,2019,2025,7,Finisher
659,AA Joshi,2011-2021,30,497,26.15,123.01,31,16,2011,2021,11,Anchor
660,AR Sarangi,2014-2019,27,497,19.88,110.19,57,6,2014,2019,6,Finisher
661,Khalid Latif,2010-2016,25,496,26.1,111.96,37,19,2010,2016,7,Finisher
662,AB McDonald,2009-2016,37,496,23.61,115.34,30,18,2009,2016,8,Finisher
663,Yasir Khan,2022-2025,21,496,24.8,141.71,55,21,2022,2025,4,Finisher
664,P Patel,2007-2018,32,495,15.96,94.28,53,8,2007,2018,12,Finisher
665,RV Patel,2019-2024,43,495,21.52,142.65,33,30,2019,2024,6,Finisher
666,KU Carty,2022-2025,22,494,29.05,122.58,34,19,2022,2025,4,Finisher
667,AK Kaushik,2013-2022,31,494,32.93,124.74,23,30,2013,2022,10,Anchor
668,Sumit Singh,2009-2023,44,493,12.02,94.26,50,17,2009,2023,15,Finisher
669,AP Vasisht,2019-2024,28,493,32.86,151.69,43,21,2019,2024,6,Anchor
670,N Chaudhary,2017-2025,32,492,22.36,133.33,46,13,2017,2025,9,Finisher
671,Mohit Ahlawat,2019-2024,22,492,27.33,148.19,33,31,2019,2024,6,Finisher
672,MNK Fernando,2021-2024,26,491,22.31,119.46,39,20,2021,2024,4,Finisher
673,DD Gaonkar,2015-2024,45,488,18.07,122.61,44,17,2015,2024,10,Finisher
674,AA Herwadkar,2015-2022,20,485,24.25,112.0,51,10,2015,2022,8,Finisher
675,BMAJ Mendis,2012-2020,50,484,12.73,111.0,32,20,2012,2020,9,Finisher
676,KB Pawan,2015-2021,23,484,30.25,111.26,36,17,2015,2021,7,Finisher
677,Qamran Iqbal,2021-2024,19,483,26.83,124.8,44,24,2021,2024,4,Finisher
678,NR Hobson,2019-2025,39,481,25.31,133.98,36,21,2019,2025,7,Finisher
679,SS Kauthankar,2016-2022,29,481,20.04,102.99,45,8,2016,2022,7,Finisher
680,GF Linde,2023-2025,48,479,19.95,134.55,31,30,2023,2025,3,Finisher
681,Y Chaudhary,2021-2024,15,478,47.8,153.69,45,27,2021,2024,4,Balanced Player
682,WKD Perkins,2009-2017,27,477,18.34,120.15,49,24,2009,2017,9,Finisher
683,R Bist,2007-2021,38,476,15.86,93.7,41,2,2007,2021,15,Finisher
684,Ankit Sharma,2010-2024,80,475,13.57,106.02,38,14,2010,2024,15,Anchor
685,AN Garhwal,2014-2023,34,475,14.84,124.02,62,12,2014,2023,10,Finisher
686,AS Sinha,2010-2021,31,475,20.65,100.21,32,17,2010,2021,12,Finisher
687,E Chigumbura,2007-2016,35,472,26.22,144.34,25,31,2007,2016,10,Anchor
688,AA Jhunjhunwala,2007-2012,38,472,18.15,103.96,37,8,2007,2012,6,Finisher
689,RT Ponting,2007-2013,31,471,18.84,98.74,37,12,2007,2013,7,Finisher
690,RR Dalal,2013-2021,26,470,22.38,109.81,36,16,2013,2021,9,Finisher
691,SP Pattnaik,2017-2024,23,469,24.68,115.51,51,12,2017,2024,8,Finisher
692,RR Sarwan,2007-2016,32,469,22.33,105.86,38,8,2007,2016,10,Finisher
693,H Kerr,2019-2025,61,468,19.5,127.86,30,16,2019,2025,7,Finisher
694,Rishabh Tiwari,2018-2022,18,467,27.47,131.92,54,11,2018,2022,5,Finisher
695,DP Das,2021-2024,29,466,16.64,104.95,40,16,2021,2024,4,Finisher
696,MK Mahrour,2019-2022,23,466,24.52,100.21,44,11,2019,2022,4,Finisher
697,GA Singh,2014-2021,23,463,22.04,119.02,30,27,2014,2021,8,Finisher
698,AR Nurse,2013-2021,68,462,16.5,117.25,27,25,2013,2021,9,Finisher
699,K Verreynne,2023-2025,22,462,28.87,143.92,40,18,2023,2025,3,Finisher
700,CG Khurana,2011-2022,23,461,25.61,113.82,50,4,2011,2022,12,Anchor
701,PR Shah,2007-2016,54,461,15.36,110.55,47,8,2007,2016,10,Finisher
702,Aarya Desai,2023-2024,15,460,35.38,139.81,46,20,2023,2024,2,Finisher
703,AR Pachhara,2017-2022,22,460,35.38,128.49,34,14,2017,2022,6,Finisher
704,SP Wakaskar,2013-2018,18,460,25.55,139.81,42,20,2013,2018,6,Finisher
705,Ankit Kumar,2019-2024,21,459,22.95,128.57,66,4,2019,2024,6,Finisher
706,HJ Nielsen,2018-2024,49,459,20.86,119.22,40,7,2018,2024,7,Finisher
707,R Samarth,2014-2024,30,459,17.65,106.49,38,13,2014,2024,11,Finisher
708,ED Kerkar,2015-2023,29,458,24.1,112.25,40,9,2015,2023,9,Finisher
709,Karan Lal,2021-2024,24,457,25.38,145.54,43,23,2021,2024,4,Finisher
710,WD Parnell,2009-2024,93,457,13.84,110.92,42,12,2009,2024,16,Anchor
711,RR Roy Chowdhury,2015-2024,38,457,25.38,136.01,35,19,2015,2024,10,Anchor
712,M Wright,2018-2024,21,457,25.38,121.86,30,19,2018,2024,7,Finisher
713,CJ Borgas,2010-2014,32,456,19.0,116.32,38,9,2010,2014,5,Finisher
714,AJ Hose,2022-2024,28,456,21.71,121.6,35,14,2022,2024,3,Finisher
715,Parvez Hossain Emon,2022-2025,21,456,22.8,123.91,29,32,2022,2025,4,Finisher
716,IP Gadekar,2021-2024,16,455,32.5,157.98,55,24,2021,2024,4,Finisher
717,M Dagar,2010-2014,13,454,37.83,137.99,69,9,2010,2014,5,Finisher
718,B Kumar,2009-2025,233,454,10.8,97.42,40,8,2009,2025,17,Anchor
719,B Chipli,2008-2013,30,453,21.57,117.35,52,12,2008,2013,6,Finisher
720,D Negi,2019-2023,28,453,26.64,117.66,46,9,2019,2023,5,Finisher
721,Shaheen Shah Afridi,2018-2025,109,453,12.94,139.38,24,38,2018,2025,8,Anchor
722,AD Chopra,2023-2025,16,452,30.13,135.32,55,12,2023,2025,3,Finisher
723,DJ Raval,2017-2021,21,452,23.78,130.63,59,8,2017,2021,5,Finisher
724,AJ Mandal,2017-2024,46,450,17.3,134.32,31,24,2017,2024,8,Finisher
725,Salman Nizar,2018-2024,27,450,45.0,146.57,27,27,2018,2024,7,Anchor
726,Khawaja Nafay,2023-2025,20,448,24.88,132.54,33,25,2023,2025,3,Finisher
727,DS Jadhav,2009-2015,24,447,23.52,92.35,36,2,2009,2015,7,Finisher
728,Nazmul Hossain Milon,2012-2020,46,447,18.62,115.8,26,16,2012,2020,9,Finisher
729,SNJ O'Keefe,2010-2024,115,447,14.9,110.37,45,7,2010,2024,15,Anchor
730,RP Sharma,2016-2024,35,444,21.14,125.42,33,13,2016,2024,9,Finisher
731,JC Archer,2017-2025,104,442,15.24,146.35,27,24,2017,2025,9,Anchor
732,JJ Bazley,2020-2025,47,442,14.73,129.61,30,21,2020,2025,6,Finisher
733,AV Ubarhande,2009-2014,20,440,29.33,112.24,40,5,2009,2014,6,Finisher
734,Abdul Razzaq,2009-2018,32,436,22.94,118.47,23,18,2009,2018,10,Finisher
735,Lakhan Singh,2015-2023,23,436,19.81,127.11,50,12,2015,2023,9,Finisher
736,Kaushal Singh,2014-2021,36,435,20.71,117.25,30,18,2014,2021,8,Finisher
737,Farhad Reza,2007-2023,89,434,12.4,115.42,31,17,2007,2023,17,Anchor
738,EP Gulbis,2012-2019,47,434,18.08,125.43,40,12,2012,2019,8,Finisher
739,G Clark,2025-2025,14,431,30.78,153.38,33,23,2025,2025,1,Inexperienced - Potential Anchor
740,D Rohit,2019-2023,34,431,13.06,97.51,52,10,2019,2023,5,Inexperienced - Potential Anchor
741,N Sindhu,2022-2024,22,431,25.35,122.79,35,14,2022,2024,3,Finisher
742,MA Carberry,2012-2016,17,429,35.75,121.52,48,11,2012,2016,5,Finisher
743,Y Gnaneswara Rao,2007-2013,23,429,22.57,123.98,27,18,2007,2013,7,Finisher
744,Z Crawley,2023-2025,22,428,21.4,112.63,44,9,2023,2025,3,Finisher
745,Irfan Khan,2023-2025,27,428,26.75,135.87,31,20,2023,2025,3,Finisher
746,Hasan Nawaz,2023-2025,15,427,42.7,155.83,23,29,2023,2025,3,Finisher
747,Iqbal Abdulla,2007-2021,104,426,17.04,99.3,38,9,2007,2021,15,Anchor
748,RS Primus,2017-2024,44,426,20.28,122.06,26,23,2017,2024,8,Finisher
749,NA Rathva,2018-2024,47,426,17.04,123.47,52,10,2018,2024,7,Finisher
750,JM Cox,2021-2024,26,425,18.47,130.36,37,17,2021,2024,4,Finisher
751,Joginder Sharma,2007-2017,63,425,15.17,126.11,34,20,2007,2017,11,Finisher
752,AS Desai,2013-2021,36,423,12.81,95.27,43,15,2013,2021,9,Finisher
753,SK Rasheed,2022-2025,22,423,24.88,124.41,43,13,2022,2025,4,Finisher
754,Ashish Yadav,2011-2019,36,422,21.1,121.61,35,8,2011,2019,9,Finisher
755,SP Krishnamurthi,2024-2025,20,422,26.37,146.52,27,28,2024,2025,2,Inexperienced - Potential Anchor
756,L Vincent,2007-2013,21,421,23.38,114.4,43,17,2007,2013,7,Finisher
757,DJ Willey,2015-2025,73,421,14.03,100.0,28,16,2015,2025,11,Finisher
758,SC Williams,2014-2024,26,421,19.13,123.82,38,9,2014,2024,11,Finisher
759,DJ Jacobs,2010-2013,16,419,26.18,122.15,54,13,2010,2013,4,Finisher
760,Karim Janat,2021-2025,36,419,23.27,149.11,31,25,2021,2025,5,Finisher
761,J Mubarak,2007-2014,25,417,21.94,126.74,36,18,2007,2014,8,Finisher
762,T Webster,2017-2022,25,414,20.7,107.53,44,15,2017,2022,6,Finisher
763,C Bosch,2022-2025,36,413,18.77,112.84,32,12,2022,2025,4,Finisher
764,RK Ahmed,2018-2022,32,410,18.63,148.01,32,23,2018,2022,5,Finisher
765,AB Barath,2009-2013,19,410,22.77,110.81,41,12,2009,2013,5,Finisher
766,SG Das,2007-2013,20,410,24.11,111.71,53,8,2007,2013,7,Finisher
767,S Vidyut,2007-2010,25,410,20.5,129.74,44,11,2007,2010,4,Finisher
768,A Athanaze,2023-2025,24,409,22.72,106.51,30,16,2023,2025,3,Finisher
769,DL Chahar,2010-2025,141,409,13.63,131.08,23,25,2010,2025,16,Anchor
770,T Kelly,2021-2024,34,409,20.45,118.2,26,11,2021,2024,4,Finisher
771,WJ Lubbe,2023-2025,29,409,17.04,113.92,35,16,2023,2025,3,Finisher
772,Anwar Ali,2016-2024,66,406,13.53,137.62,26,22,2016,2024,9,Finisher
773,R Frylinck,2010-2020,36,405,27.0,155.76,22,29,2010,2020,11,Anchor
774,SS Shaikh,2009-2015,18,405,25.31,121.25,32,13,2009,2015,7,Finisher
775,Sangram Singh,2007-2013,20,404,25.25,103.32,38,5,2007,2013,7,Finisher
776,J Syed Mohammad,2009-2017,45,403,22.38,110.71,33,9,2009,2017,9,Finisher
777,DL Vettori,2007-2015,92,403,11.85,113.84,32,10,2007,2015,9,Finisher
778,Vivrant Sharma,2021-2024,24,403,20.15,121.75,45,13,2021,2024,4,Finisher
779,RR Emrit,2012-2020,120,402,13.4,116.86,23,19,2012,2020,9,Anchor
780,WG Bosisto,2017-2025,21,400,33.33,119.04,38,9,2017,2025,9,Anchor
781,Keshav Kumar,2007-2019,28,400,25.0,94.11,34,5,2007,2019,13,Finisher
782,DJ Vilas,2011-2024,26,399,19.95,115.98,39,6,2011,2024,14,Finisher
783,AA Kargave,2022-2024,15,398,28.42,124.76,37,18,2022,2024,3,Finisher
784,KV Kaushal,2019-2021,17,397,26.46,124.06,36,25,2019,2021,3,Finisher
785,LG Pretorius,2025-2025,13,397,33.08,166.8,47,16,2025,2025,1,Inexperienced - Potential Power Hitter
786,Hasan Ali,2016-2025,122,396,11.0,139.43,29,20,2016,2025,10,Finisher
787,J Blackwood,2013-2023,30,395,17.17,89.56,27,13,2013,2023,11,Finisher
788,DI Stevens,2012-2015,25,394,26.26,121.6,34,13,2012,2015,4,Finisher
789,AJ Doolan,2013-2019,24,393,18.71,109.77,42,4,2013,2019,7,Finisher
790,K Rohit Rayudu,2019-2024,19,393,30.23,142.39,32,18,2019,2024,6,Finisher
791,KL Shrijith,2021-2024,17,393,32.75,146.64,27,24,2021,2024,4,Finisher
792,SB Pradhan,2013-2022,52,392,14.51,178.99,19,30,2013,2022,10,Finisher
793,Harpreet Brar,2019-2025,96,391,16.29,123.73,29,19,2019,2025,7,Finisher
794,M Jangra,2019-2024,17,391,39.1,132.99,34,19,2019,2024,6,Anchor
795,Shykat Ali,2013-2024,25,391,16.29,119.57,36,20,2013,2024,12,Finisher
796,RK Solanki,2007-2015,16,391,27.92,103.16,43,3,2007,2015,9,Finisher
797,SN Thakur,2015-2025,160,390,9.75,122.25,32,14,2015,2025,11,Anchor
798,SS Bandekar,2007-2017,33,389,14.4,108.96,25,12,2007,2017,11,Finisher
799,RD Berrington,2016-2024,18,389,32.41,123.1,20,16,2016,2024,9,Finisher
800,HS Joshi,2007-2016,23,389,19.45,110.51,30,13,2007,2016,10,Finisher
801,Abhishek Yadav,2016-2024,24,388,21.55,130.2,36,15,2016,2024,9,Finisher
802,J Yadav,2013-2023,88,388,14.92,117.93,25,13,2013,2023,11,Finisher
803,Asad Shafiq,2016-2022,22,386,19.3,114.2,44,8,2016,2022,7,Finisher
804,Gulbadin Naib,2012-2024,31,386,16.78,102.38,35,12,2012,2024,13,Finisher
805,AM Rossington,2023-2024,18,386,22.7,153.78,50,17,2023,2024,2,Inexperienced - Potential Anchor
806,UA Sharma,2013-2018,28,386,20.31,135.43,32,17,2013,2018,6,Finisher
807,Kshitiz Sharma,2013-2023,25,385,27.5,114.58,40,14,2013,2023,11,Anchor
808,Sanvir Singh,2021-2024,36,384,38.4,181.13,28,22,2021,2024,4,Finisher
809,M Van Buuren,2023-2025,26,384,22.58,107.86,32,6,2023,2025,3,Finisher
810,N Behera,2007-2011,16,383,27.35,111.01,36,6,2007,2011,5,Finisher
811,MG Bracewell,2013-2025,35,383,18.23,128.95,32,14,2013,2025,13,Finisher
812,Nahidul Islam,2016-2025,64,383,12.76,109.11,38,5,2016,2025,10,Finisher
813,N Johnson Singh,2019-2024,29,382,15.28,87.21,40,5,2019,2024,6,Inexperienced - Potential Anchor
814,DN Wellalage,2022-2025,42,382,21.22,114.02,45,5,2022,2025,4,Finisher
815,A Bali,2009-2014,18,381,27.21,116.87,41,9,2009,2014,6,Finisher
816,SB Bangar,2007-2012,33,381,15.24,124.5,35,17,2007,2012,6,Finisher
817,Shahzaib Hasan,2009-2017,18,381,21.16,122.11,48,10,2009,2017,9,Finisher
818,AA Singh,2013-2019,36,381,14.11,99.21,28,12,2013,2019,7,Inexperienced - Potential Anchor
819,Tarang Gohel,2022-2024,19,381,21.16,182.29,43,23,2022,2024,3,Inexperienced - Potential Anchor
820,KNA Bandara,2021-2023,23,380,29.23,117.28,23,9,2021,2023,3,Inexperienced - Potential Anchor
821,RH Motwani,2007-2019,31,379,13.06,104.4,34,6,2007,2019,13,Finisher
822,NT Ellis,2018-2025,93,378,12.6,126.42,31,14,2018,2025,8,Finisher
823,AA Bilakhia,2007-2010,19,377,23.56,107.71,44,3,2007,2010,4,Finisher
824,SE Gotch,2017-2021,36,377,16.39,102.44,24,9,2017,2021,5,Inexperienced - Potential Anchor
825,PJ Hughes,2009-2014,14,377,31.41,111.86,42,5,2009,2014,6,Finisher
826,LJ Tucker,2022-2024,18,376,31.33,119.74,35,7,2022,2024,3,Inexperienced - Potential Anchor
827,VA Indulkar,2007-2010,18,375,26.78,139.4,28,12,2007,2010,4,Inexperienced - Potential Anchor
828,JB Karia,2011-2017,30,375,23.43,123.35,27,10,2011,2017,7,Finisher
829,Jaskaranvir Singh,2015-2021,24,374,23.37,110.97,40,10,2015,2021,7,Finisher
830,J Da Silva,2020-2025,23,373,24.86,104.18,31,8,2020,2025,6,Finisher
831,SG Rohilla,2017-2024,19,373,21.94,110.02,50,3,2017,2024,8,Finisher
832,SS Rathour,2016-2021,16,372,26.57,104.49,38,6,2016,2021,6,Finisher
833,LA Sangma,2019-2024,32,372,16.17,100.0,26,14,2019,2024,6,Inexperienced - Potential Anchor
834,MJ Santner,2014-2025,66,372,19.57,114.11,20,18,2014,2025,12,Anchor
835,AJ Tye,2014-2025,153,372,11.27,116.25,29,17,2014,2025,12,Anchor
836,RD Darbar,2010-2019,18,371,21.82,110.41,46,2,2010,2019,10,Finisher
837,Fazle Mahmud,2016-2024,25,371,21.82,111.41,31,15,2016,2024,9,Finisher
838,M Ali,2007-2014,24,370,26.42,136.53,22,16,2007,2014,8,Finisher
839,JP Greaves,2019-2024,21,368,26.28,115.0,43,6,2019,2024,6,Finisher
840,Nitesh Sedai,2019-2023,25,368,16.0,102.79,39,8,2019,2023,5,Inexperienced - Potential Anchor
841,DC Drakes,2018-2025,43,367,19.31,132.01,30,19,2018,2025,8,Finisher
842,VS Kushwah,2017-2021,30,367,21.58,154.85,19,28,2017,2021,5,Finisher
843,XC Bartlett,2020-2025,64,366,18.3,131.65,30,15,2020,2025,6,Finisher
844,SM Ervine,2012-2017,20,366,24.4,116.56,32,13,2012,2017,6,Finisher
845,S Dhaliwal,2014-2024,29,365,19.21,158.0,26,23,2014,2024,11,Finisher
846,SR Taylor,2015-2025,35,365,11.4,93.35,35,13,2015,2025,11,Inexperienced - Potential Power Hitter
847,Bandeep Singh,2013-2019,16,364,26.0,125.51,31,16,2013,2019,7,Finisher
848,P Mustard,2012-2013,20,364,22.75,118.18,43,5,2012,2013,2,Inexperienced - Potential Anchor
849,KW Richardson,2011-2025,135,364,12.13,113.04,24,12,2011,2025,15,Anchor
850,JDP Oram,2007-2013,46,362,12.92,113.47,27,14,2007,2013,7,Inexperienced - Potential Anchor
851,TB de Bruyn,2018-2024,20,361,20.05,112.11,28,12,2018,2024,7,Finisher
852,Mohammad Saifuddin,2016-2025,73,361,16.4,128.92,31,17,2016,2025,10,Finisher
853,KV Sasikanth,2015-2024,54,361,17.19,122.78,26,14,2015,2024,10,Finisher
854,DP Hyatt,2013-2014,26,359,18.89,90.42,30,10,2013,2014,2,Inexperienced - Potential Anchor
855,NE Bonner,2013-2020,23,358,19.88,87.96,27,9,2013,2020,8,Inexperienced - Potential Anchor
856,Irfan Sukkur,2015-2025,31,358,14.91,109.81,32,11,2015,2025,11,Finisher
857,BD Thaker,2007-2011,17,356,25.42,106.58,28,4,2007,2011,5,Finisher
858,WB Chatterjee,2017-2024,42,354,19.66,126.88,26,15,2017,2024,8,Finisher
859,PM Nevill,2011-2021,49,354,15.39,106.94,30,4,2011,2021,11,Finisher
860,RP Dahiya,2009-2018,46,353,13.07,124.29,21,15,2009,2018,10,Finisher
861,SJ Myburgh,2014-2022,15,353,25.21,135.24,47,14,2014,2022,9,Finisher
862,Raghav Dhawan,2015-2022,14,351,27.0,108.66,39,6,2015,2022,8,Finisher
863,PK Debnath,2010-2018,21,350,21.87,110.06,31,12,2010,2018,9,Finisher
864,SS Sharma,2023-2024,19,349,24.92,147.88,24,18,2023,2024,2,Inexperienced - Potential Anchor
865,J Suchith,2014-2024,86,349,13.96,120.34,28,12,2014,2024,11,Finisher
866,A Balbirnie,2021-2024,18,346,19.22,106.46,27,14,2021,2024,4,Inexperienced - Potential Anchor
867,SF Khan,2018-2023,20,346,23.06,124.01,29,8,2018,2023,6,Finisher
868,KC Raval,2011-2014,12,346,38.44,171.28,29,18,2011,2014,4,Inexperienced - Potential Power Hitter
869,AM McCarthy,2016-2024,25,344,17.2,117.4,22,18,2016,2024,9,Inexperienced - Potential Anchor
870,AG Pradeep,2007-2016,24,344,17.2,107.16,27,7,2007,2016,10,Inexperienced - Potential Anchor
871,PC de Silva,2016-2025,49,341,10.33,115.2,29,15,2016,2025,10,Finisher
872,JS Lehmann,2016-2022,33,341,14.2,109.29,34,3,2016,2022,7,Inexperienced - Potential Anchor
873,Qais Ahmad,2018-2023,74,340,13.07,126.86,20,24,2018,2023,6,Finisher
874,S Ghadigaonkar,2023-2024,16,338,24.14,146.95,29,16,2023,2024,2,Inexperienced - Potential Anchor
875,Abdul Basith,2022-2024,23,335,30.45,135.08,23,19,2022,2024,3,Finisher
876,HK Badani,2007-2011,18,335,25.76,119.21,30,8,2007,2011,5,Finisher
877,A Chopra,2008-2013,21,334,18.55,91.25,28,1,2008,2013,6,Inexperienced - Potential Anchor
878,Amit Yadav,2007-2022,48,333,11.89,132.66,11,24,2007,2022,16,Finisher
879,RA Herman,2025-2025,9,333,41.62,128.07,30,13,2025,2025,1,Inexperienced - Potential Anchor
880,S Milenko,2014-2020,42,333,15.13,120.65,24,13,2014,2020,7,Inexperienced - Potential Anchor
881,MN van Wyk,2009-2017,14,333,27.75,121.53,41,5,2009,2017,9,Finisher
882,AS Joseph,2016-2025,119,332,12.29,108.49,24,15,2016,2025,10,Anchor
883,VVS Laxman,2008-2011,22,332,16.6,107.79,41,5,2008,2011,4,Inexperienced - Potential Anchor
884,KJ Rakesh,2007-2014,29,332,18.44,112.16,26,11,2007,2014,8,Finisher
885,Umar Amin,2016-2021,21,332,23.71,108.14,36,4,2016,2021,6,Finisher
886,Manzoor Dar,2017-2021,23,330,22.0,146.66,29,19,2017,2021,5,Finisher
887,BR Sharath,2018-2024,29,330,15.0,117.43,30,12,2018,2024,7,Inexperienced - Potential Anchor
888,T de Zorzi,2018-2025,14,329,25.3,142.42,44,10,2018,2025,8,Finisher
889,C Campher,2021-2025,26,328,17.26,128.12,29,9,2021,2025,5,Inexperienced - Potential Anchor
890,CJ Boyce,2012-2025,105,327,10.54,115.14,22,17,2012,2025,14,Finisher
891,M Vikneshwaran,2019-2024,35,327,14.21,102.5,27,12,2019,2024,6,Inexperienced - Potential Anchor
892,SS Eskinazi,2023-2025,17,326,21.73,116.01,34,9,2023,2025,3,Finisher
893,RR Singh,2019-2024,33,326,12.07,113.19,18,13,2019,2024,6,Inexperienced - Potential Anchor
894,S Daniel,2022-2024,16,324,20.25,113.68,31,13,2022,2024,3,Finisher
895,PA Jaques,2011-2012,13,324,29.45,119.11,37,2,2011,2012,2,Inexperienced - Potential Anchor
896,AA Kulkarni,2023-2024,14,324,24.92,145.29,33,15,2023,2024,2,Inexperienced - Potential Anchor
897,SPP Samal,2019-2024,11,324,29.45,161.19,32,17,2019,2024,6,Finisher
898,B Akhil,2007-2011,35,321,17.83,148.61,30,12,2007,2011,5,Finisher
899,Harsh Tyagi,2019-2024,41,321,22.92,134.87,24,16,2019,2024,6,Finisher
900,AA Malek,2007-2017,18,321,21.4,137.17,35,9,2007,2017,11,Finisher
901,CV Milind,2013-2024,73,321,13.95,137.76,21,16,2013,2024,12,Finisher
902,Jay Gohil,2021-2024,23,319,29.0,155.6,21,25,2021,2024,4,Finisher
903,ND McKenzie,2010-2014,16,319,26.58,119.02,38,3,2010,2014,5,Finisher
904,JR Dean,2013-2018,22,317,19.81,133.75,19,24,2013,2018,6,Finisher
905,Fabid Ahmed,2015-2024,43,317,12.68,101.6,11,15,2015,2024,10,Inexperienced - Potential Power Hitter
906,RE Levi,2011-2014,17,317,21.13,126.29,36,12,2011,2014,4,Finisher
907,RA Bawa,2022-2025,23,316,24.3,128.45,18,17,2022,2025,4,Finisher
908,P Prasanth,2007-2018,49,316,17.55,132.21,22,17,2007,2018,12,Finisher
909,Mohammad Naeem (1),2025-2025,12,314,26.16,162.69,29,23,2025,2025,1,Inexperienced - Potential Anchor
910,Sumit Kumar,2016-2023,21,313,17.38,98.73,30,8,2016,2023,8,Inexperienced - Potential Anchor
